tanggal,periode,teks_bersih,sentimen,likes,retweet,username
2024-10-23 14:59:00,sesudah,cerita ridwan kamil soal dekat pribadi presiden prabowo bahlillahadalia kuningkeren golkarindonesia partaigolkar golkarpedia,netral,8,39,golkarpedia
2024-10-23 14:59:09,sesudah,ayo pak wajib semua menteri wamen stafsus utsus punya akun twitter biasa jabat menteri kalau punya akun minimal takut laku korupsi kontrol terus sama netijen,negatif,1,0,samhugget
2024-10-23 14:59:11,sesudah,seragam menteri prabowo jalan retreat akmil magelang,positif,0,0,IDNTimes
2024-10-23 14:59:12,sesudah,semangat ingat semua bukan kyk gibran dicariin kerja sama bapak,positif,2,1,serabutannn
2024-10-23 14:59:16,sesudah,tri keluh anggar luar biasa kabinet baru kerja keluh soal anggar kasi pak prabowo dihimpit soal anggar wapresnya dah curi start blusukan kesana kemari foto ujungnga mendowngrade peran presiden,negatif,46,18,BangPino__
2024-10-23 14:59:32,sesudah,iya pak biar pak terus diteriakin jewer padahal salah menteri wamen staff sus,negatif,2,2,AlnilamOmar
2024-10-23 14:59:59,sesudah,kalau kmrn paham takut sekarang jendral asli masa takut,negatif,7,0,aaeman7
2024-10-23 15:00:00,sesudah,andai semua satu prabowo gibran kerjafokus percaya bangsa kokoh tahan negeri lawan ancam luar siapbekerja untukrakyat,negatif,23,20,agathadew_
2024-10-23 15:00:01,sesudah,memang wakil nya pak presiden butuh negri tuju indonesia maju,negatif,28,2,TatiSahea
2024-10-23 15:00:02,sesudah,sosok kyran djiwandono cucu prabowo sebut tampan mirip harry potter,negatif,0,0,Insertlivettv
2024-10-23 15:00:07,sesudah,the end takde jurucakap dikhabarkan diaorang ala menteri banyangan portfolio wang tak orang tua kot lemah ketimbang,negatif,7,2,DeathtoKoruptor
2024-10-23 15:01:24,sesudah,bokap kalau rakyat dzalim kasih pimpin dzalim liat kan prabowo langgar ham berat dulu allah maap aku dzalim,positif,3,0,jaellycoat
2024-10-23 15:02:01,sesudah,buku rupa tulis kahlil gibran orang tulis lihai makna hidup buah jalan tuang buah karya judul almustafa almustafa orang tokoh terjemah kata prophet,positif,0,0,bentangpustaka
2024-10-23 15:02:02,sesudah,usah khawatir buku banyak beri inspirasi sekaligus buka paham lembut kena hidup kamu siap kelana kahlil gibran sama almustafa buku toko buku sayang kamu almustafa,negatif,1,0,bentangpustaka
2024-10-23 15:02:19,sesudah,kemenpora kebut cibubur youth elite sport center kejar prestasi olimpiade menpora dito ariotedjo damping wakil presiden gibran rakabuming raka pantau pembangungan cyesc selasa,positif,0,0,tvOneNews
2024-10-23 15:02:21,sesudah,komnas ham ingat perintah prabowo subianto gibran rakabuming rekomendasi agenda mesti jadi perhati khusus komisi nasional hak asasi manusia komnas ham delapan rekomendasi agenda ham perlu perhati khusus,positif,1,0,tvOneNews
2024-10-23 15:02:29,sesudah,bang komeng ngulas pidato pak prabowo satu kalimat tarik pak prabowo mau orang susah,positif,3,1,rumahzakat
2024-10-23 15:02:38,sesudah,bang kabinet prabowo satu kader pks memang target cuma ken jadi wagub dki,negatif,754,82,sociotalker
2024-10-23 15:03:34,sesudah,moga selalu beri kuat presiden berat tantang beliau moga segenap prajurit tentara nasional loyal panglima tinggi rakyat bumi pertiwi,positif,1,0,KastimWiryawan
2024-10-23 15:03:39,sesudah,gibran tugas wapres tunggu arah presiden prabowo tempobisnis,negatif,0,0,tempodotco
2024-10-23 15:03:40,sesudah,apa tugas wakil presiden gibran rakabuming jelas temponasional,negatif,0,0,tempodotco
2024-10-23 15:03:40,sesudah,ragam tanggap kabinet gemuk perintah prabowo gibran temponasional,negatif,0,1,tempodotco
2024-10-23 15:03:41,sesudah,prabowo tulis pesan serah terima jabat menteri tahan temponasional,negatif,0,0,tempodotco
2024-10-23 15:03:58,sesudah,kalau menang dki bakal kompensasi kabinet prabowo jadi cagub jalan tugas walo sadar leceh sakit percaya rakyat jawa barat sekaligus warga dki jakarta,negatif,580,174,BosPurwa
2024-10-23 15:04:00,sesudah,luhut lantik jadi ketua dewan ekonomi nasional nasihat presiden prabowo sang jubir cerita komitmen luhut negara,negatif,1,0,detikcom
2024-10-23 15:04:14,sesudah,jadi sekretaris kabinet prabowo gibran besar gaji mayor teddy,negatif,1,0,kompascom
2024-10-23 15:04:18,sesudah,rajin blusukan usai lantik gibran bangun sesuai timeline ayombangundeso gelorapurworejo pituruh kemiri bruno sekartejo wonoyoso karanggetas prigelan somogede kalimeneng kemirilor kapiteran loning brunorejo purworejo wahyudi anismatta fahrihamzah,positif,4,0,puorjoTV
2024-10-23 15:04:39,sesudah,yth presiden mendiktisaintek semua jajar rektor ketua senat ketua dgb dir sksg serah analisa ilmiah setebal halaman cabut gelar doktor instan siap debat buka semua,negatif,3,0,ProfylHenuk
2024-10-23 15:04:42,sesudah,menteri lindung kerja migran indonesia perintah presiden republik indonesia bapak prabowo subianto panggil presiden hambalang abdul kadir karding panggil tak lebih menit beri pesan,positif,9,9,Mike_0402
2024-10-23 15:04:43,sesudah,gibran tunjuk sikap bagus sbg orang pimpin delegasi beri sempat jabat wenang unt jelas masalah jadi model borong sendiri tata management modern salut gibran,negatif,2,0,wrahardian2
2024-10-23 15:04:52,sesudah,lalu proses lantik waris masalah besar prabowo kait hak hak digital bebas ekspres hingga represivitas ranah digital mampu prabowo sama kabinet atas tantang,negatif,9,2,safenetvoice
2024-10-23 15:04:53,sesudah,day pak mana makan siang pak laper,negatif,5,0,JulianNielson_
2024-10-23 15:05:00,sesudah,presiden prabowo subianto resmi lantik kabinet merah putih kemenkumham transformasi bnetwork,positif,0,0,Beritasatu
2024-10-23 15:05:33,sesudah,prabowo minta bangun ikn fokus gedung dpr hingga,netral,0,0,IDNTimes
2024-10-23 15:05:39,sesudah,hayolo bingung pak wapres,netral,1,0,pantaucom_
2024-10-23 15:05:39,sesudah,kalau kutip kata prabowo fahri hamzah tutur podcast cokro prabowo belakang sadar kalah jokowi mampu jokowi micro management mampu jokowi mampu menganalisa paham sangat detil,negatif,12,2,Dwi1975
2024-10-23 15:05:39,sesudah,pertama pak presiden prabowo terima kasih abdul kadir karding mau sama beliau kabinet merah putih bilang minta abdul kadir karding kerja kerja luar negeri eksploitasi,positif,3,2,Mike_0402
2024-10-23 15:05:49,sesudah,malu bukan siapa laku apa sebut orang plonga plongo justru didik paham apa laku gibran,negatif,4,0,RyaWiedy
2024-10-23 15:06:19,sesudah,mana mungkin jenderal kopasus pegang amanah rakyat indonesia surut ancam jokowi naga memang ancam seluruh rakyat indonesia siap lawan bela pak,negatif,26,1,ekow797
2024-10-23 15:06:34,sesudah,tilik kaya yovie widianto musisi senior jadi stafsus prabowo,negatif,0,0,Bisniscom
2024-10-23 15:06:40,sesudah,nah maksut orang nilai wowok ngadepi negara utang macem krupuk siram aer sueeee sueee,negatif,2,0,Gojeck7
2024-10-23 15:07:07,sesudah,kerja pertamina era prabowo yakin bakal tingkat wujud mandiri energi,positif,0,0,merdekadotcom
2024-10-23 15:07:15,sesudah,bnar mbak serg cok rakyat bodoh gampang segala citra bapak jokowi wkwkwkk,positif,3,0,ibnurus79522726
2024-10-23 15:07:33,sesudah,nyala pak ingat presiden prabowo bukan,negatif,17,5,AlnilamOmar
2024-10-23 15:08:08,sesudah,giat harap prabowo tak mekanisme non yudisial tuntas kasus langgar ham berat temponasional,positif,1,0,tempodotco
2024-10-23 15:08:11,sesudah,ketua hari partai gerindra sufmi dasco ahmad ungkap presiden prabowo subianto gelar sidang kabinet pertama hari rabu,netral,3,0,pantaucom_
2024-10-23 15:08:12,sesudah,tuberkulosis masuk program prioritas kemenkes era prabowo saran guru besar fkui health,positif,1,0,liputan6dotcom
2024-10-23 15:08:23,sesudah,satu menteri pilih pak punya kompetensi yandri mendes pdt ganti punya kapabilitas bikin roadmap tri ham malah mau anggar,positif,6,0,SotoAyam1970
2024-10-23 15:08:35,sesudah,kunjung prabowo akmil kebun raya gunung tidar magelang tutup newsupdate update news text,negatif,0,0,kumparan
2024-10-23 15:08:46,sesudah,pidato negara perdana presiden prabowo subianto tekan bagai poin penting rangka awal jalan perintah lama lima tahun depan presidenprabowo prabowobawaharapan indonesiaemas visiindonesiaemas prabowountukgenerasimuda,negatif,1,0,554hhf
2024-10-23 15:09:00,sesudah,kemenkeu menteri pan bappenas kemensetneg bawah koordinasi presiden prabowo,positif,0,0,jawapos
2024-10-23 15:09:05,sesudah,tni siap kandidat jadi ajudan presiden prabowo presidenprabowosubianto ajudanprabowo,positif,4,0,kompascom
2024-10-23 15:09:10,sesudah,pilih pimpin siap masalah kana hadap rido satuinjakarta jakartabarujakartamaju ridomenang putar doaja kartuuntuksemua prabowo,negatif,4,0,DEMOKRAT_S14P
2024-10-23 15:09:18,sesudah,selasa sertijab menteri lindung kerja migran kantor jakarta selatan menteri lindung kerja migran perintah presiden republik indonesia bapak prabowo subianto,positif,9,8,Cantika2703
2024-10-23 15:09:19,sesudah,lalu atur ditandatangani oktober kini posisi menteri uang bawah koordinasi kemenko ekonomi langsung bawah koordinasi presiden kementeriankeuangan kemenkeu presidenprabowo prabowo kemenkoperekonomian,positif,13,6,Metro_TV
2024-10-23 15:09:20,sesudah,pertama pak presiden terima kasih menteri lindung kerja migran mau sama beliau kabinet merah putih minta kerja luar negeri eksploitasi dagang orang jaga hak kerja,positif,3,4,Cantika2703
2024-10-23 15:09:39,sesudah,presiden prabowo subianto menandatangani atur presiden nomor nomor tahun sobatsetneg akses langsung lalu taut ikut kemensetnegri pres pres,positif,28,6,KemensetnegRI
2024-10-23 15:09:45,sesudah,empat perwira tni polri jadi ajudan presiden prabowo subianto ajudan presiden tni kolonel pnb anton pallaguna mmoas ajudan presiden tni kolonel wahyo yuniartoto han ajudan presiden tni letkol romi habe putra mmds ajudan presiden polri kombes pol ahrie sonta,positif,33,13,Ndons_Back
2024-10-23 15:10:00,sesudah,pak prabowo pimpin sejati ajar cinta bangsa indonesia pak prabowo prabowogibran gerindra,positif,37,8,tidar_pp
2024-10-23 15:10:26,sesudah,sepi job dok berisik terus sampe ciduk,positif,2,0,Vinerz01
2024-10-23 15:10:39,sesudah,wakanda jadi orang baik buat baik justru susah malah jadi sangka warga biasa aparat mau buat baik halang,negatif,1,0,KimMeccadina
2024-10-23 15:10:44,sesudah,gimna gibran mirip bapak tinjau gorong mrt tpi paham proses kerja msalah timbul tpi maklum didik gibran jga jlas ntah ijazah palsu ato gimna wkwkkk,netral,10,2,ibnurus79522726
2024-10-23 15:11:36,sesudah,politik semua citra kak anies ganjar prabowo cak imin mahfud fufufafa semua citra kak gaada citra dunia kak,negatif,3,1,fluufflaaa
2024-10-23 15:11:53,sesudah,banyak anggota tni polri instansi terjun aman kunjung presiden menteri kabinet merah putih akademi militer akmil magelang jawa tengah,negatif,0,0,mediaindonesia
2024-10-23 15:12:01,sesudah,kerja dulu bangsat apa kurang baru tambah review ngebet banget balik modal anjing menteri msnteri bangsat mati aja tai,negatif,3,0,otakosonggg
2024-10-23 15:12:06,sesudah,menteri lindung kerja migran indonesia abdul kadir karding perintah presiden republik indonesia bapak prabowo subianto panggil presiden hambalang panggil tak lebih menit beri pesan,positif,8,7,dianmar93
2024-10-23 15:12:14,sesudah,direktur eksekutif lingkar madani ray rangkut menyindri soal mentalitas menteri perintah prabowo subianto,negatif,1,0,mediaindonesia
2024-10-23 15:12:31,sesudah,sekarang ustadz pks nyambi jadi buzzer krjaanya puja puji khilangan marwah istiqomah mmang berat lbih indah kkuasaan,positif,2,1,abu_hafidz66
2024-10-23 15:12:36,sesudah,prabowo pimpin sidang kabinet paripurna hadir menteri jabat tingkat menteri,negatif,0,0,VIVAcoid
2024-10-23 15:12:36,sesudah,daftar lengkap nasihat khusus presiden tunjuk prabowo jenderal tni tempobisnis,negatif,1,0,tempodotco
2024-10-23 15:12:37,sesudah,sidang perdana kabinet prabowo ikan arah menteri,negatif,1,0,kompascom
2024-10-23 15:12:38,sesudah,bekal akmil magelang semua anggota kabinet merah putih pakai seragam loreng,negatif,1,0,kompascom
2024-10-23 15:12:45,sesudah,madesu lingkung hidup indonesia tangan kabinet merah putih gemuk kabinet pecah klhk era menteri bahlil utas,negatif,6,2,satyabumi
2024-10-23 15:13:06,sesudah,sehat buk cepat obat gih cakep cakep sakit hati parah banget percuma gelar dokter sakit tahun sakit ahti jiwa,negatif,3,0,Rinaast41625615
2024-10-23 15:13:25,sesudah,baru lantik menteri prabowo langsung sigap kerja sekali kerja langsung tuai kontroversi publik menggunapa kop menteri acara keluarga nambah anggar mantap,positif,22,1,husain_fahasbu
2024-10-23 15:13:46,sesudah,menko infrastruktur bangun wilayah jelas menteri transmigrasi kabinet merah putih jadi salah satu upaya perintah prabowo gibran wujud tingkat sektor ekonomi,negatif,13,7,SeputarAHY
2024-10-23 15:13:49,sesudah,presiden prabowo subianto lantik jumlah tokoh nama nasihat khusus utus khusus presiden angkat selebriti raffi ahmad miftah maulana habiburrahman akrab sapa gus miftah presiden fufufafawapresilegal,positif,1,1,redaksi_realita
2024-10-23 15:14:32,sesudah,pan norak selalu depan,netral,5,0,bebas_mikir
2024-10-23 15:14:51,sesudah,semangat pak luar biasa lupa buat hitung tri butuh kantor kendara staf khusus ajudan biaya operasional kes baik jadi hamburadul,positif,5,3,petruspasaribuu
2024-10-23 15:15:00,sesudah,isu sambar menteri prabowo awal jalan tugas,negatif,17,5,democrazymedia
2024-10-23 15:15:05,sesudah,cek nyata dya jurnalis live inews jam sore baru ingetin masa gampang dya bilang maklumin maafin nama bru bljr jadi menteri kan slma dpr wakakakkak arti udh biasa donk pke kop surat lembaga buat sesuai,negatif,2,1,LinNasution
2024-10-23 15:15:30,sesudah,abang baik fokus jual rumah usah ajar jilat jdi jilat ngarep jabat kesandung kasus jdi ngarep lindung moga abang baik masuk,negatif,3,0,fhinoalfhian
2024-10-23 15:15:35,sesudah,maman abdurrahman ubah sektor umkm lesat jauh lebih sejahtera kabinet merah putih,negatif,0,0,kompasiana
2024-10-23 15:15:36,sesudah,kapolri jenderal listyo sigit prabowo kombes ahrie sonta bakal jadi ajudan presiden prabowo subianto newsupdate update news oneliner,positif,6,2,kumparan
2024-10-23 15:15:52,sesudah,ngah ngoh ngah ngoh bilang kerja fufufafaaibnasional,positif,3,1,Masihku0710
2024-10-23 15:16:15,sesudah,simak hasil riset pakar intelijen pakar strategi perang dunia tahun adalagi indonesia indochina tahun prabowo prediksi indonesia bubar lihat tri lingkung bantu presiden prabowo bubar sangat mungkin jadi,negatif,12,3,OmJ_J3Nggott
2024-10-23 15:16:21,sesudah,kerja rakyat negara demokrat tegas siap laksana tugas wamen beri prabowo demokrat ahy demokrats demokratjatim jawatimur jatim prabowo,positif,3,1,JatimDemokrat
2024-10-23 15:16:26,sesudah,tadi kelas international law temen bilang banyak ngegoreng bawa bawa kasus ham lama prabowo buat gagalin nyapres goblok banget padahal aksi kamis kapan tau ajg orang kasus sampe sekarang kelar ngentot gaada jelas,negatif,1,0,pvnkmaxxing
2024-10-23 15:16:40,sesudah,gelar doktor honor causa raffi ahmad turut baca diri lantik presiden prabowo subianto utus khusus presiden bidang bina generasi muda kerja seni istana negara selasa tirtodaily,positif,3,1,TirtoID
2024-10-23 15:17:07,sesudah,kapolri jenderal listyo sigit prabowo sebut kombes pol ahrie sonta nasution resmi jadi ajudan pribadi presiden prabowo subianto resmi tinggal tunggu aktif kata listyo hubung rabu listyo kata,negatif,0,0,Beritasatu
2024-10-23 15:17:07,sesudah,hormat hak prerogatif prabowo bentuk kabinet merah putih news,negatif,1,0,liputan6dotcom
2024-10-23 15:17:12,sesudah,calon ajudan prabowo tni pilot sukhoi pernah jadi siswa ksau,positif,2,0,kompascom
2024-10-23 15:17:13,sesudah,kapolri sebut kombes ahrie sonta jadi ajudan prabowo tempometro,positif,1,1,tempodotco
2024-10-23 15:17:35,sesudah,menteri lembaga baru era prabowo sri mulyani sebut perlu restrukturisasi anggar bisnisupdate update bisnis text,positif,1,0,kumparan
2024-10-23 15:17:39,sesudah,menteri lindung kerja migran indonesia perintah presiden republik indonesia bapak prabowo pertama pak presiden prabowo terima kasih menteri lindung kerja migran indonesia mau sama beliau,positif,4,3,LarasWa2529
2024-10-23 15:17:40,sesudah,kabinet merah putih bilang minta kerja kerja luar negeri eksploitasi dagang orang hak hak kerja jaga maksimal mungkin,netral,1,1,LarasWa2529
2024-10-23 15:18:00,sesudah,banyak tahu menteri negara kabinet merah putih bnetwork,negatif,1,0,Beritasatu
2024-10-23 15:18:30,sesudah,profesor minta negara bukti sayang nya ikan peran dukung negara factor suku cukup karya nya,negatif,2,0,DobelMino
2024-10-23 15:19:23,sesudah,gibran tunggu arah prabowo soal tugas wapres bantu presiden,negatif,12,1,geloraco
2024-10-23 15:19:35,sesudah,setan takut sama seluruh rakyat indonesia bela benar,negatif,3,0,Mighty_Momi
2024-10-23 15:19:49,sesudah,batak marbisuk satu suara dukung rido satuinjakarta jakartabarujakartamaju ridomenang putar doaja kartuuntuksemua prabowo,positif,1,0,DEMOKRAT_S14P
2024-10-23 15:20:01,sesudah,presiden lantik luhut binsar pandjaitan jadi nasihat khusus bidang digitalisasi teknologi perintah kabinet merah putih istana negara jakarta selasa luhut angkat prabowo jadi kepala dewan ekonomi nasional den lantik luhut pimpin dewan ekonomi nasional baru laku kemarin tempat sama luhutbinsarpandjaitan dewanekonominasional presidenprabowo kabinetmerahputih,negatif,5,1,RadioElshinta
2024-10-23 15:20:16,sesudah,presiden prabowo ikan arah sidang kabinet paripurna perdana beritasatu news berita,negatif,0,0,Beritasatu
2024-10-23 15:20:21,sesudah,bukti menteri arogan apa langkah nyata rakyat tunggu tindak penyalahgunaan wewenang nyata,positif,2,0,WawoHans
2024-10-23 15:20:35,sesudah,alamak buzzer wkkwkwkwkwkwk gibran berani main twitter,netral,10,0,SotoAyam1970
2024-10-23 15:20:36,sesudah,langsung kamu comfirm kalau sukses bapak wkwkwkwkkw memang dukung sama gibran sama sama downgrade,positif,4,0,hobaguguma
2024-10-23 15:20:40,sesudah,sertijab menteri lindung kerja migran penting pesan presiden terima kasih gabung kabinet merah putih minta pmi eksploitasi,negatif,13,10,bebethkoe33
2024-10-23 15:20:43,sesudah,komisi nasional hak asasi manusia komnas ham beri rekomendasi delapan agenda soal ham selesai perintah prabowo subianto gibran rakabuming raka lima tahun datang komnas ham sorot ubah struktur nomenklatur kabinet perintah prabowo gibran masuk bentuk menteri koordinator khusus bidang hukum ham menteri ham bagaimana jelas lengkap talk komisioner komnas ham putu elvina streaming,negatif,0,0,RadioElshinta
2024-10-23 15:20:46,sesudah,tenaga kerja kasih buah simalakama sama prabowo,positif,3,0,txtpegawaipajak
2024-10-23 15:21:39,sesudah,cocok jadi wakil staff khusus pak menteri pak menteri hasil laku atas bakal sabgat bagus tuh,negatif,1,0,Gerry007bro
2024-10-23 15:21:44,sesudah,benar kan cuman retorika model kampanye,positif,2,0,FudyEJ
2024-10-23 15:21:46,sesudah,kenal beliau thn lah pak apa,negatif,7,1,OktavianusYahy1
2024-10-23 15:21:52,sesudah,tan andi amran sulaiman proyek food estate lumbung pangan daerah rintis terus lanjut era perintah prabowo subianto gir rakabuming raka,negatif,2,0,antaranews
2024-10-23 15:22:37,sesudah,sespri kapolri jadi ajudan prabowo,positif,0,0,rmol_id
2024-10-23 15:22:54,sesudah,padahal rapat kabinet gibran jalan duluan,negatif,49,1,CakKhum
2024-10-23 15:24:02,sesudah,serius pertama kali dengar nama veronica tan kira mbak veronica koman undang prabowo,negatif,6,0,kunderemp
2024-10-23 15:24:05,sesudah,lsak pansel capim kpk era jokowi lanjut prabowo,negatif,0,0,rmol_id
2024-10-23 15:24:09,sesudah,gibran senang siswa lahap nikmat makan gizi gratis,positif,0,0,rmol_id
2024-10-23 15:24:09,sesudah,percaya pak bspak tulus abdi rakyat rakyat indonesia siap hadap naga sekalipun negara bukan milik gelintir orang milik seluruh rakyat indonesia,positif,41,3,PersetaAdi
2024-10-23 15:24:29,sesudah,sus panggil pak prabowo jadi menteri laut ikan,negatif,17,0,baiqmarfuatun22
2024-10-23 15:24:31,sesudah,perlu tahu rapat kabinet perdana laksana video diposting gibran jalan duluan sejak hari lalu apa sadar,negatif,171,31,CakKhum
2024-10-23 15:25:00,sesudah,viral saksi kejut habibie prabowo,positif,3,0,democrazymedia
2024-10-23 15:25:20,sesudah,apel gelar pasu aman kunjung kerja presiden menteri kabinet merah putih wilayah kota magelang pagi hari langsung lapang rindam diponegoro rabu polresmagelangkota kotamagelang presidenri kunker,positif,6,1,hmsresmglkota
2024-10-23 15:25:51,sesudah,masuk kabinet prabowo haji isam tan amran jawab begini,negatif,0,0,cnbcindonesia
2024-10-23 15:25:58,sesudah,cerita tinggal wilayah non privilege lama puluh tahun sblm ubah besar tahun akhir orang tinggal wilayah ber privilege paham apa rasa,negatif,15,1,Ndrewstjan
2024-10-23 15:25:58,sesudah,ludah jangan atas bung jatuh muka sendiri kuasa indah,negatif,4,0,Neerwan01
2024-10-23 15:26:14,sesudah,deret menteri kabinet merah putih prabowo gibran harta paling kecil,negatif,1,0,VIVAcoid
2024-10-23 15:27:19,sesudah,pengemblengan menteri kabinet merah putih ajang satu menteri kubu jokowi menteri kubu prabowo rakyat mah cuma ken usutijazahpalsujokowi fufufafawapresilegal makzul,negatif,23,20,FreeStranger13
2024-10-23 15:27:33,sesudah,panglima tni hadir upacara serah memorandum menteri tahan panglima tni jenderal tni agus subiyanto hadir upacara serah memorandum menteri tahan menhan serah presiden prabowo subianto letjen tni purn sjafrie sjamsoeddin tempat lapang bela negara menteri tahan jakarta pusat selasa tni tniprima,positif,24,8,Puspen_TNI
2024-10-23 15:27:38,sesudah,curiga mlu orang usaha bangun kerja sama kamu sibuk gibah benar,negatif,5,0,Dianros46558307
2024-10-23 15:28:05,sesudah,prabowo berani lawan jokowi rakyat sama prabowo adil kekal ingat adil akhirat,positif,3,0,jokoaun
2024-10-23 15:28:12,sesudah,prabowo mau swasembada energi impor migas tembus triliun,positif,0,2,cnbcindonesia
2024-10-23 15:28:16,sesudah,liat akun oke gas sering ribut sama anak abah udh mulai gerah sama white wash pak prabowo white wash paket sama ngatain fufufafa akun kaya kesel kalau orang lbh fokus sama fufu fafa,positif,4,0,hesselinker
2024-10-23 15:28:21,sesudah,perhiasane selfi bojone gibran pas lantik too much balance sama ukur tubuh mbok hire stylist tho mbyaakk,positif,3,0,diaryumbi
2024-10-23 15:28:35,sesudah,putra putri papua kabinet merah putih prabowo bahlil ribka,negatif,0,0,cnbcindonesia
2024-10-23 15:28:42,sesudah,aowkwokwowk gapapa dah iseng terus biar dapet gratis terus gue isa azzzzka,negatif,8,0,GIBRUUUN
2024-10-23 15:29:07,sesudah,profil kombes ahrie sonta nasution ajudan prabowo subianto polri news,positif,1,0,liputan6dotcom
2024-10-23 15:29:14,sesudah,selebriti raffi ahmad ungkap rasa syukur ucap terima kasih presiden prabowo subianto atas angkat diri jadi utus khusus presiden bidang bina generasi muda kerja seni raffi kata rupa sempat diri abdi negara ungkap usai lantik kepala badan kabinet merah putih istana presiden jakarta pusat selasa alhamdulillah jadi milik sempat abdi negeri cinta mudah mudah apa laku sini kerja maksimal bantu ringan akselerasi apa arah bapak presiden prabowo subianto jalan baik ucap raffi ahmad hadap awak media simak video lengkap hardnews politik flashone cariberitaditvone raffiahmad utusankhususpresiden presidenprabowo kabinetmerahputih pemerintahanprabowogibran politik tvonetvpemilu kamikabarkanandaputuskan maumemilih,positif,0,1,tvOneNews
2024-10-23 15:29:27,sesudah,pikir ttg jumlah tantang masa depan perintah pandang ttg langkah mesti ambil beliau sila nikmat langgan sila pakai kupon opini yanuarnugroho diskon sekaligus bantu jurnalisme kualitas tahan,negatif,81,19,yanuarnugroho
2024-10-23 15:29:34,sesudah,biasa lempar batu sembunyi tangan cemen mmg,negatif,2,0,fortisfortuna_9
2024-10-23 15:30:00,sesudah,didik indonesia pasuk babak baru lantik perintah prabowo gibran semat harap baik didik headline,netral,0,0,kompasiana
2024-10-23 15:30:21,sesudah,mantapp sekali tegur gabrin jangan langkah presiden enak terima kunjung jabat negara tahu prabowo,positif,41,0,deenalovemuse
2024-10-23 15:30:25,sesudah,pak prabowo ridwan kamil satuinjakarta jakartabarujakartamaju ridomenang putar doaja kartuuntuksemua prabowo,positif,2,1,DEMOKRAT_S14P
2024-10-23 15:30:26,sesudah,fokus kritik soal apa bukan kritik siapa dukung anies dukung ganjar dukung prabowo suka wapresnya dukung pdi orang suka wapres banyak mungkin nama suka,positif,2,0,scalpeltomorrow
2024-10-23 15:30:34,sesudah,prabowo gibran salam menteri sidang kabinet paripurna istana,negatif,0,0,VIVAcoid
2024-10-23 15:30:37,sesudah,datang istana sidang kabinet perdana menteri dengar arah prabowo,negatif,2,0,kompascom
2024-10-23 15:30:46,sesudah,pak mohon atensi masalah salah satu tegak hukum negara,negatif,4,2,mas_ioo
2024-10-23 15:31:08,sesudah,sempat wakil hashim gerindra prabowo tetap ketua umum,positif,0,0,IDNTimes
2024-10-23 15:31:22,sesudah,lab korban prabowo ketemu,negatif,6,0,ratiod243
2024-10-23 15:31:23,sesudah,politik balas jasa beri menteri baru ambil sumpah prabowo presiden gibran wakil presiden lima tahun datang laku kabinet merah putih resmi bentuk kuat menteri kepala badan plus wakil menteri tambah satu sekretaris kabinet pasu besar prabowo realisasi janji janji rakyat indonesia banyak janji tebar prabowo berangus korupsi wujud daulat pangan energi hilir rang miskin anggur beberapa contoh prabowo kabinetgemoy kabinetmerahputih fufufafa gibran politikbalasjasa,negatif,0,0,mediaindonesia
2024-10-23 15:31:48,sesudah,wajar publik makin sangsi serius perintah baru tuntas kasus kasus ham berat masa lalu hari pertama usai lantik menko hukum ham imigrasi masyarakat yusril ihza mahendra lontar nyata kontroversial turut kasus bukan langgar ham berat padahal perintah bawah pimpin presiden jokowi aku sesal jadi kasus ham berat masuk peristiwa jauh komnas ham tetap kasus langgar ham berat masa lalu ragu masa depan selesai kasus kasus ham berat memang muka sejak prabowo subianto pilih prabowo bawa beban sejarah duga libat kasus hilang paksa pesimisme tambah tebal lihat baris tokoh bantu prabowo kabinet menteri ham jabat natalius pigai pernah nyata prabowo bersih duga langgar ham bagaimana tanggap keluarga korban langgar ham berat masa lalu situasi celah tuntut adil bincang ruangpublikkbr sama komisioner anis hidayah ibunda wawan korban semanggi november sumarsih dengar kbrprime podcastindonesia,negatif,1,0,beritaKBR
2024-10-23 15:32:23,sesudah,strongly dislike the guy but still want give him some advice gibran mending usah gengsi ambil kelas privat public speaking kayak pak sby dulu ajar komunikasi proper biar liat parah banget begini depan publik minimal niat buat improvement lah,negatif,25486,5271,WidasSatyo
2024-10-23 15:33:02,sesudah,gibran tinjau makan gizi gratis menu,positif,0,0,cnbcindonesia
2024-10-23 15:33:26,sesudah,kasih paham dulu,positif,28,1,BuruhCs
2024-10-23 15:33:34,sesudah,mind dukung komitmen hilir perintah prabowo gibran,positif,0,0,Bisniscom
2024-10-23 15:33:34,sesudah,presiden prabowo pimpin sidang kabinet paripurna beritasatu news berita,negatif,0,0,Beritasatu
2024-10-23 15:33:37,sesudah,menteri lindung kerja migran indonesia bapak perintah presiden republik indonesia bapak prabowo subianto beliau panggil presiden hambalang beliau panggil tak lebih menit beri pesan,positif,10,8,zaa_zizou
2024-10-23 15:34:30,sesudah,perintah presiden republik indonesia bapak prabowo subianto beliau panggil presiden hambalang beliau panggil tak lebih menit beliau beri pesan,positif,3,3,Ayumie_Ku
